email_ids	start_index	end_index	label
004-000924-EM	579	880	0
062-058782-EM	2	49	0
053-007351-EM	526	568	0
069-001622-EM	51	249	0
055-019308-EM	2	70	0
046-004724-EM	80	181	1
062-063480-EM	145	190	1
051-001938-EM	102	125	0
008-007434-EM	157	224	0
055-027135-EM	193	233	0
059-007153-EM	51	68	0
008-006151-EM	234	410	0
142-006090-EM	235	244	0
055-008671-EM	395	555	0
059-007002-EM	80	151	0
071-000653-EM	35	105	0
004-000182-EM	142	314	1
008-016258-EM	304	615	0
004-000458-EM	260	371	0
205-010270-EM	815	904	0
115-000670-EM	663	697	0
055-029230-EM	283	301	0
018-000046-EM	168	245	0
001-002266-EM	1774	1825	0
107-000778-EM	76	193	0
008-013087-EM	168	260	0
137-004318-EM	1317	1356	0
063-016825-EM	282	352	0
015-000716-EM	410	822	0
219-004133-EM	266	314	0
022-003230-EM	187	545	0
055-032398-EM	262	401	0
014-001166-EM	440	613	0
007-011148-EM	632	692	0
055-018130-EM	532	690	0
080-000504-EM	45	214	0
057-002685-EM	30	193	0
024-005158-EM	512	605	0
037-001412-EM	18	93	0
005-000716-EM	2	240	0
055-022322-EM	496	596	0
015-001241-EM	586	691	0
063-021665-EM	173	358	0
037-005711-EM	51	181	0
055-025412-EM	161	352	1
018-006515-EM	221	267	0
016-001602-EM	154	185	0
051-003944-EM	236	966	0
053-005678-EM	2	53	0
059-005160-EM	1364	1481	0
008-011232-EM	114	158	1
053-004749-EM	1497	1559	0
007-001495-EM	32	119	0
055-023101-EM	2346	2364	0
059-004833-EM	248	457	0
055-000811-EM	300	606	0
057-003793-EM	1183	1222	0
055-025764-EM	443	465	0
038-000746-EM	114	157	1
011-005047-EM	196	254	0
180-000275-EM	221	243	0
053-006067-EM	109	134	0
053-007038-EM	132	151	1
001-003065-EM	40	84	0
068-007229-EM	170	273	0
080-006416-EM	511	602	1
063-021476-EM	126	278	0
060-004627-EM	13	39	0
007-002612-EM	696	748	0
053-005528-EM	143	219	0
008-014995-EM	65	119	0
080-001834-EM	60	145	0
071-000582-EM	89	122	0
007-006321-EM	169	186	0
031-000435-EM	37	90	0
008-012463-EM	141	253	0
061-000972-EM	216	286	0
076-001853-EM	355	443	0
063-020933-EM	161	210	0
062-058697-EM	613	679	0
069-002273-EM	160	254	0
055-030670-EM	42	87	0
057-015435-EM	241	357	0
052-000112-EM	399	750	0
059-003906-EM	2132	2212	1
055-024902-EM	83	132	0
022-002998-EM	2	9	0
214-000192-EM	455	525	0
084-006618-EM	417	492	0
063-003846-EM	317	400	0
053-007323-EM	239	328	0
063-017536-EM	311	376	0
055-023292-EM	82	224	0
053-008717-EM	518	605	0
049-003202-EM	823	907	0
057-013887-EM	848	936	0
048-000424-EM	367	421	0
007-007902-EM	99	197	0
053-007426-EM	160	222	1
084-008084-EM	43	97	0
008-010450-EM	3	72	0
057-013825-EM	1306	1394	0
055-021757-EM	153	202	0
059-006703-EM	52	141	0
205-007076-EM	848	989	0
055-024998-EM	667	728	0
038-001052-EM	360	538	0
008-001747-EM	314	393	1
055-037855-EM	62	203	0
052-000147-EM	148	157	0
167-010088-EM	59	79	0
007-001601-EM	115	144	0
024-004583-EM	0	101	0
084-005156-EM	15	44	0
024-004423-EM	41	62	0
055-012512-EM	520	629	0
016-002602-EM	92	252	0
011-001739-EM	2	42	0
004-001104-EM	98	158	0
062-060254-EM	173	338	0
032-003349-EM	432	681	0
055-019294-EM	239	254	0
052-000218-EM	176	574	0
211-005338-EM	169	187	0
025-000013-EM	594	1125	0
022-002119-EM	41	83	0
051-003403-EM	29	40	1
053-001088-EM	189	361	0
055-028561-EM	2151	2192	0
063-000961-EM	726	993	0
048-002882-EM	217	237	0
048-002010-EM	240	326	0
059-001541-EM	44	63	0
007-007035-EM	56	123	0
076-006385-EM	302	336	0
068-004513-EM	269	287	0
007-005623-EM	2	16	1
053-006712-EM	0	59	0
062-012112-EM	0	147	0
016-005579-EM	434	516	1
057-004229-EM	538	646	0
080-004860-EM	152	319	0
065-001820-EM	253	517	0
051-004395-EM	59	147	0
055-026456-EM	149	157	0
046-004631-EM	287	375	0
080-010721-EM	143	206	1
001-003963-EM	31	104	0
057-013179-EM	23	67	0
188-000310-EM	97	191	0
049-001665-EM	270	508	0
175-004369-EM	308	346	0
071-000313-EM	328	380	0
084-002627-EM	417	483	0
167-013587-EM	66	128	1
011-000377-EM	155	208	0
049-001462-EM	149	164	0
032-002992-EM	47	108	0
062-058511-EM	250	399	0
062-061739-EM	157	201	0
004-000632-EM	1044	1203	0
062-000108-EM	218	325	0
055-035356-EM	144	395	1
048-001843-EM	261	336	0
055-032953-EM	790	851	0
055-030980-EM	407	454	0
055-001842-EM	445	884	0
024-003259-EM	223	356	0
233-005221-EM	305	427	0
037-004893-EM	241	302	0
011-005021-EM	530	659	0
053-008957-EM	28	85	0
065-002114-EM	1277	1556	0
069-000398-EM	486	733	1
141-000664-EM	1227	1327	1
016-002772-EM	284	390	0
037-005870-EM	414	471	1
059-003906-EM	1803	2029	0
008-012463-EM	278	498	0
065-000694-EM	128	265	0
032-003349-EM	98	185	0
007-011107-EM	328	560	0
024-006103-EM	11	83	1
055-003654-EM	20	67	0
059-005309-EM	846	1022	0
057-010450-EM	256	340	0
034-000174-EM	717	765	0
059-001612-EM	219	304	0
007-011148-EM	394	554	0
076-007277-EM	54	115	0
055-026163-EM	181	248	0
014-000077-EM	212	364	0
007-009185-EM	50	170	0
029-001648-EM	221	295	0
055-003359-EM	205	318	0
055-027017-EM	0	664	0
055-025726-EM	245	386	0
080-010558-EM	824	906	1
055-036307-EM	19	48	0
018-002472-EM	317	359	0
056-001955-EM	133	173	0
062-061847-EM	73	170	1
008-016258-EM	315	626	0
022-001662-EM	501	559	0
016-002901-EM	0	556	0
063-011389-EM	48	73	0
055-025831-EM	119	163	0
084-010934-EM	263	372	0
084-005516-EM	291	391	0
011-002031-EM	35	75	0
084-011665-EM	173	370	0
080-005006-EM	89	205	0
057-006255-EM	1306	1344	0
046-004607-EM	365	469	0
051-003662-EM	2	137	1
007-011148-EM	411	571	0
063-002564-EM	51	81	0
040-000565-EM	669	861	0
017-000528-EM	289	341	0
053-003352-EM	3024	3162	0
008-002866-EM	736	762	0
017-000401-EM	69	144	1
046-001900-EM	98	134	0
024-004833-EM	179	266	0
057-013308-EM	857	1090	0
082-002535-EM	163	256	1
055-024531-EM	96	134	0
008-005723-EM	24	40	0
039-000140-EM	36	78	0
076-000329-EM	105	339	0
040-006140-EM	585	638	0
055-007472-EM	369	388	0
055-009679-EM	14	44	1
055-030992-EM	21	32	0
055-008094-EM	176	243	0
062-013497-EM	694	725	0
007-014055-EM	126	203	0
238-001367-EM	309	347	0
065-001740-EM	0	79	0
018-008048-EM	135	185	0
055-022699-EM	542	676	0
007-007536-EM	574	631	0
038-000974-EM	411	556	0
076-007665-EM	125	145	0
057-004229-EM	154	434	0
062-060795-EM	254	492	0
055-028717-EM	223	503	0
008-007277-EM	188	243	0
008-015780-EM	2	32	0
106-002638-EM	251	346	0
024-000674-EM	90	116	1
062-000106-EM	218	320	0
057-007537-EM	621	1407	0
024-004165-EM	486	605	0
076-004846-EM	292	386	1
055-037914-EM	72	181	0
060-004913-EM	754	797	0
038-001559-EM	71	114	1
015-000780-EM	145	183	0
068-007936-EM	436	450	0
004-000632-EM	615	707	0
055-003509-EM	0	280	0
055-003226-EM	223	315	0
051-000519-EM	36	47	0
024-003647-EM	574	645	0
055-002979-EM	902	945	0
076-005013-EM	401	437	0
029-000571-EM	279	356	1
008-006162-EM	533	684	0
055-025412-EM	153	344	1
053-008000-EM	768	1020	0
057-012862-EM	76	145	0
046-001836-EM	44	77	0
014-001166-EM	617	762	1
062-064124-EM	144	194	1
084-003736-EM	507	736	0
008-016764-EM	264	484	0
055-022827-EM	0	86	0
057-010021-EM	108	378	0
055-030761-EM	373	469	0
008-013424-EM	113	195	0
022-002472-EM	472	515	0
076-006587-EM	62	175	0
053-003470-EM	104	567	0
062-005823-EM	194	217	1
062-057735-EM	27	78	0
057-015959-EM	122	168	0
049-003202-EM	766	819	0
059-005193-EM	1523	1609	0
062-064333-EM	355	428	1
057-013212-EM	61	145	1
029-000300-EM	424	434	0
001-000662-EM	51	152	0
062-059758-EM	48	164	0
084-001711-EM	13615	13645	0
058-002581-EM	353	516	0
065-000623-EM	79	204	0
020-005779-EM	811	1092	0
011-000377-EM	212	277	0
018-007387-EM	225	1746	0
032-002969-EM	177	199	0
060-003235-EM	464	549	0
063-018593-EM	39	60	0
008-006446-EM	102	152	0
063-021665-EM	80	169	0
007-011107-EM	0	322	0
063-001699-EM	66	198	0
046-002416-EM	850	985	0
112-004683-EM	110	162	0
080-005864-EM	732	750	0
080-008370-EM	57	101	0
037-005754-EM	220	420	0
008-016141-EM	134	180	0
080-000321-EM	264	354	0
063-015047-EM	241	371	0
219-001835-EM	185	240	0
063-016605-EM	172	224	0
068-001928-EM	270	411	0
001-000617-EM	12	67	0
142-005786-EM	202	224	1
055-010911-EM	624	715	0
049-001896-EM	463	477	0
053-001370-EM	417	501	0
219-000708-EM	627	675	0
011-002006-EM	487	607	0
059-000465-EM	1320	1534	0
059-002069-EM	978	1134	0
239-003200-EM	9	32	0
055-013352-EM	42	121	1
053-008239-EM	219	248	0
055-023353-EM	54	96	0
057-010569-EM	109	218	1
022-001664-EM	711	780	0
045-000310-EM	103	145	0
008-005032-EM	312	379	0
055-019608-EM	60	158	0
008-001791-EM	257	409	0
057-012331-EM	378	448	0
062-013497-EM	639	690	0
040-006728-EM	377	434	0
076-001997-EM	88	212	0
068-006049-EM	177	280	0
080-011792-EM	16	68	0
055-020625-EM	279	350	0
142-003153-EM	115	186	0
061-001591-EM	10	106	0
057-009125-EM	114	149	0
055-018187-EM	231	334	0
080-007164-EM	448	474	0
055-020303-EM	75	206	0
076-002177-EM	2	181	0
084-000567-EM	117	163	0
080-006440-EM	2909	2975	0
015-001331-EM	218	251	0
055-014720-EM	516	682	0
059-000347-EM	72	112	0
007-004965-EM	1596	1654	0
037-004177-EM	2	111	0
024-007989-EM	785	898	1
046-004702-EM	355	403	0
061-002695-EM	7179	7260	0
055-027595-EM	246	329	0
011-004188-EM	61	99	0
055-017323-EM	375	393	0
062-064262-EM	226	281	0
057-005895-EM	794	858	0
055-017544-EM	283	312	0
033-000434-EM	126	191	0
049-000185-EM	82	234	0
061-002367-EM	481	519	0
131-000161-EM	338	366	0
031-001163-EM	27	53	1
018-002906-EM	249	487	0
057-011163-EM	387	432	0
016-004650-EM	61	250	0
055-030481-EM	39	61	0
039-000017-EM	219	251	0
115-000326-EM	586	633	0
063-014408-EM	302	417	0
061-000827-EM	7146	7227	0
008-010529-EM	608	726	0
055-008720-EM	452	465	0
046-000509-EM	32	114	0
029-001201-EM	314	387	0
055-012168-EM	371	419	0
059-003910-EM	467	485	0
069-002715-EM	210	410	1
055-026435-EM	538	757	0
063-011469-EM	162	185	0
055-016957-EM	747	939	0
007-001886-EM	2	202	0
057-008387-EM	102	149	0
065-001836-EM	457	686	0
024-007258-EM	45	148	1
046-003822-EM	178	291	0
008-006162-EM	226	323	0
055-032398-EM	254	393	0
007-000303-EM	43	145	0
012-000757-EM	25	77	0
112-003339-EM	338	348	0
055-007269-EM	160	181	0
060-003235-EM	177	271	0
084-006284-EM	3	50	0
059-005160-EM	1139	1230	0
046-002481-EM	75	188	0
049-002353-EM	302	443	0
139-000459-EM	188	293	0
060-003477-EM	135	173	0
011-002329-EM	77	115	0
049-000907-EM	23	76	1
055-029093-EM	1469	1481	0
053-007169-EM	122	295	0
069-002273-EM	133	170	0
007-000230-EM	71	98	0
053-005772-EM	730	768	0
012-000624-EM	437	557	0
053-006723-EM	88	194	1
055-029328-EM	349	556	0
008-007700-EM	203	231	0
046-000490-EM	201	239	0
055-019294-EM	162	238	0
076-003721-EM	2	324	1
082-003465-EM	234	260	0
055-019294-EM	580	711	0
065-000570-EM	2	284	0
057-013887-EM	296	464	0
024-001544-EM	61	149	0
008-009324-EM	68	125	0
071-000952-EM	50	111	0
080-004213-EM	154	259	0
235-006942-EM	419	554	0
069-000166-EM	452	474	1
060-006768-EM	591	671	0
049-002144-EM	119	151	0
007-008008-EM	146	214	0
080-009979-EM	1184	1244	0
037-004977-EM	178	311	0
055-023781-EM	315	424	0
055-000811-EM	114	250	0
055-030726-EM	190	203	0
216-004776-EM	152	251	0
011-001636-EM	2	21	0
068-002944-EM	443	549	0
018-000173-EM	31	55	0
137-004318-EM	1268	1313	0
024-003723-EM	600	685	1
029-001648-EM	202	231	0
057-006135-EM	292	553	0
216-011523-EM	557	634	0
061-002945-EM	247	361	0
080-008897-EM	1453	1556	0
055-027752-EM	1677	1723	0
016-002772-EM	279	385	0
080-010481-EM	0	237	0
032-000613-EM	463	511	1
058-002581-EM	117	208	0
046-000388-EM	768	996	0
071-000099-EM	146	262	0
060-001584-EM	2	609	0
038-001933-EM	623	668	0
055-017544-EM	166	175	0
008-016258-EM	1398	1418	0
062-061306-EM	59	140	0
037-002866-EM	197	349	0
055-030568-EM	167	283	0
055-030980-EM	368	406	0
053-007198-EM	472	553	0
059-005210-EM	152	214	0
018-000004-EM	62	106	0
055-033011-EM	85	222	0
049-001798-EM	789	841	0
076-005454-EM	448	564	0
061-002288-EM	81	150	0
068-007888-EM	219	368	0
049-002306-EM	938	1090	0
032-002267-EM	326	385	0
049-002621-EM	179	300	0
037-003705-EM	509	589	0
024-005941-EM	69	102	1
016-005381-EM	189	299	0
008-010423-EM	24	46	0
063-016825-EM	161	281	0
022-000327-EM	231	331	0
084-000589-EM	96	155	0
007-012565-EM	145	155	1
058-002581-EM	42	98	0
137-001654-EM	850	889	0
065-000996-EM	634	691	0
137-001185-EM	361	386	1
216-017673-EM	610	719	0
055-035892-EM	183	266	0
016-000045-EM	113	258	0
216-008246-EM	442	554	0
080-005864-EM	745	762	0
055-020316-EM	59	99	0
049-002151-EM	161	190	1
063-012875-EM	1625	1890	0
059-000335-EM	256	352	0
057-010905-EM	26	88	0
058-002720-EM	2	196	0
069-001736-EM	28	52	0
068-005801-EM	43	146	0
055-025616-EM	126	179	0
005-000728-EM	49	95	0
015-001999-EM	27	188	0
057-012787-EM	406	482	0
069-001694-EM	29	113	1
018-007880-EM	233	277	1
055-010432-EM	11	54	0
051-002065-EM	141	186	0
062-061645-EM	57	64	0
062-019882-EM	376	399	1
057-014710-EM	43	88	0
055-019106-EM	278	433	0
049-003270-EM	78	272	1
068-002944-EM	133	260	0
057-008793-EM	215	271	0
049-000307-EM	438	525	0
039-000017-EM	161	215	0
040-002352-EM	0	2523	0
046-005586-EM	160	301	0
058-001976-EM	24	76	1
018-001991-EM	1102	1358	0
059-005160-EM	1467	1616	0
055-028459-EM	732	1251	0
112-002540-EM	403	446	0
055-034455-EM	100	219	0
063-017536-EM	0	81	0
186-001506-EM	508	549	0
055-027385-EM	36	111	0
011-002607-EM	68	87	0
055-021242-EM	2	169	0
018-002472-EM	514	559	0
055-021986-EM	235	296	0
018-008101-EM	416	547	0
112-005241-EM	267	355	0
068-007888-EM	61	215	0
007-005519-EM	585	740	0
057-007772-EM	388	442	0
046-002064-EM	115	248	0
166-004876-EM	67	143	0
059-002630-EM	876	924	0
051-000575-EM	101	151	0
069-002554-EM	535	565	0
007-012600-EM	49	83	0
055-018842-EM	927	1008	0
051-005368-EM	998	1020	0
055-018547-EM	48	161	0
055-026415-EM	0	112	0
001-004131-EM	15	18	0
049-001527-EM	51	123	0
026-000061-EM	1500	1585	0
015-003609-EM	633	713	0
046-004722-EM	338	435	1
053-002102-EM	184	254	0
055-008874-EM	178	255	0
055-031422-EM	251	270	0
053-000752-EM	67	264	0
018-007994-EM	171	205	0
055-019190-EM	462	687	0
057-000691-EM	1294	1449	0
062-012908-EM	45	139	0
015-000059-EM	96	175	1
084-000618-EM	354	392	0
059-002069-EM	1127	1299	0
055-007472-EM	0	55	0
029-001224-EM	56	92	0
084-006146-EM	140	293	0
076-000326-EM	528	617	0
076-005172-EM	233	310	0
055-001049-EM	22	101	0
055-030102-EM	128	289	0
060-006965-EM	201	371	0
056-001955-EM	38	108	0
057-015400-EM	1718	1733	0
063-013978-EM	552	682	0
062-063722-EM	402	449	0
216-021140-EM	470	492	0
016-000467-EM	503	591	1
055-032202-EM	1216	1307	0
063-020923-EM	363	458	1
080-006135-EM	238	392	0
084-006669-EM	466	575	0
059-004222-EM	3	38	0
008-007510-EM	389	406	0
049-003259-EM	323	364	0
024-006934-EM	432	687	0
008-011093-EM	384	423	0
011-002972-EM	68	181	1
207-000181-EM	588	603	0
057-004779-EM	367	410	0
055-025656-EM	160	445	0
055-024846-EM	66	105	0
142-014833-EM	673	681	0
049-000197-EM	745	1028	0
080-005864-EM	617	731	0
057-014822-EM	261	339	0
018-004994-EM	46	199	0
080-010481-EM	2	237	0
209-002149-EM	1657	1743	0
053-007351-EM	545	587	0
015-002009-EM	25	41	0
068-005930-EM	176	207	0
008-001879-EM	1515	1540	0
046-004607-EM	473	596	0
007-004566-EM	22	107	0
059-003518-EM	261	495	0
057-012331-EM	239	261	0
068-004667-EM	156	191	0
024-004925-EM	437	759	1
051-001651-EM	2	183	0
018-006856-EM	186	263	0
011-004978-EM	132	278	0
057-012090-EM	280	330	0
049-000507-EM	236	526	0
049-000960-EM	451	525	0
040-008583-EM	202	350	0
062-060795-EM	524	720	0
057-001630-EM	388	507	0
053-005528-EM	12	106	1
055-032806-EM	17	41	0
065-002114-EM	1262	1552	0
032-003349-EM	682	760	0
084-001014-EM	13	44	0
055-030979-EM	126	255	0
008-001096-EM	15	89	0
008-009851-EM	37	58	0
096-004747-EM	507	560	0
069-000398-EM	314	401	1
068-004513-EM	193	254	0
076-002925-EM	822	934	1
055-017704-EM	176	292	0
007-000419-EM	19	66	0
007-011122-EM	2564	2670	0
057-012740-EM	359	384	0
057-013744-EM	85	229	0
032-000490-EM	41	54	1
031-001479-EM	428	572	0
016-004484-EM	159	226	0
076-006437-EM	183	238	1
062-058697-EM	312	497	1
040-003514-EM	365	446	0
031-000484-EM	71	93	0
053-000036-EM	14	63	1
007-014283-EM	346	446	0
046-004842-EM	332	418	0
011-003245-EM	21	40	0
030-000095-EM	224	273	0
053-004687-EM	905	1043	0
080-011360-EM	204	221	0
076-002046-EM	239	340	1
062-063698-EM	339	404	0
057-005085-EM	38	167	1
062-010165-EM	0	31	0
063-015834-EM	2	22	0
007-015102-EM	56	110	0
174-000212-EM	797	841	0
051-000056-EM	351	379	0
004-000632-EM	708	821	0
065-000162-EM	996	1145	0
068-007229-EM	145	247	0
055-015705-EM	810	1046	0
055-028459-EM	207	318	0
080-000504-EM	315	450	0
059-005011-EM	277	414	0
081-000016-EM	883	1236	0
055-024693-EM	312	497	0
062-014560-EM	1449	1513	0
057-008017-EM	330	479	0
063-016825-EM	353	442	0
175-000229-EM	126	144	0
055-026916-EM	253	343	0
007-011148-EM	286	407	0
063-017536-EM	932	1223	0
055-024533-EM	41	79	0
046-003060-EM	1212	1451	0
084-006763-EM	117	169	0
008-000663-EM	51	64	0
069-002273-EM	122	159	0
055-017049-EM	73	143	0
011-002034-EM	496	572	1
059-003518-EM	254	488	0
062-014151-EM	68	133	0
055-026414-EM	904	939	0
008-013292-EM	45	80	0
004-001529-EM	50	121	0
205-006214-EM	399	526	0
057-006020-EM	2	166	0
062-058511-EM	51	111	0
046-002881-EM	228	303	0
107-004084-EM	13769	13789	1
216-006673-EM	162	170	0
024-003316-EM	36	105	0
055-012338-EM	77	163	0
051-000606-EM	273	335	0
014-001200-EM	2	241	0
024-006170-EM	38	63	0
007-000043-EM	320	453	0
046-002413-EM	957	1076	0
055-024438-EM	5	115	0
057-013825-EM	854	967	0
032-002711-EM	244	568	0
008-005182-EM	84	227	0
024-005329-EM	676	747	0
061-000486-EM	6745	6772	1
065-000035-EM	79	257	1
007-005858-EM	284	346	0
008-016601-EM	204	291	0
007-002554-EM	107	298	0
007-009158-EM	52	241	0
015-001241-EM	167	313	0
063-000455-EM	98	216	0
037-000489-EM	1135	1218	0
076-006751-EM	144	177	0
053-003743-EM	1912	1939	0
059-002182-EM	367	599	0
053-006852-EM	22	87	0
080-000504-EM	466	570	0
007-014507-EM	43	111	0
062-063954-EM	85	147	0
055-019220-EM	861	916	0
016-005381-EM	314	436	0
016-004980-EM	201	224	0
157-000925-EM	90	208	0
059-000140-EM	319	404	0
205-010962-EM	781	805	0
076-007592-EM	70	84	0
055-029165-EM	232	265	0
055-026262-EM	115	466	0
055-024329-EM	0	189	0
053-003820-EM	96	228	0
055-021297-EM	258	364	0
022-003230-EM	1094	1386	0
065-000162-EM	965	1114	0
062-011897-EM	342	467	0
055-032270-EM	350	375	0
007-008934-EM	111	228	0
055-028459-EM	758	1277	0
024-006410-EM	762	878	0
068-006399-EM	157	245	0
065-000100-EM	83	134	0
084-005587-EM	867	943	0
018-007759-EM	48	109	0
055-028717-EM	540	605	0
055-026492-EM	542	891	0
001-002852-EM	0	546	1
029-000300-EM	375	420	1
080-003586-EM	458	596	0
055-019220-EM	851	906	0
216-007266-EM	1065	1135	0
164-001737-EM	127	184	0
062-064446-EM	80	177	1
059-007226-EM	203	305	0
055-028838-EM	928	951	0
053-008013-EM	719	776	0
053-003890-EM	1127	1147	0
055-018547-EM	381	413	0
076-000951-EM	24	109	1
063-009012-EM	181	247	0
049-000490-EM	297	349	0
059-004842-EM	235	299	0
055-021350-EM	0	188	0
076-004826-EM	1027	1191	0
076-003026-EM	247	294	1
055-026916-EM	245	336	0
076-002006-EM	40	80	1
062-015302-EM	424	432	0
008-007488-EM	181	296	0
007-013301-EM	384	437	0
069-002504-EM	246	327	0
055-010300-EM	86	124	0
008-003838-EM	147	251	0
063-013530-EM	18	52	0
115-002270-EM	24	233	0
055-028158-EM	171	183	0
018-002304-EM	182	249	0
024-003259-EM	55	219	0
068-005105-EM	116	150	1
049-002353-EM	1136	1202	0
084-000129-EM	200	248	0
053-007351-EM	52	138	0
008-009958-EM	38	79	0
055-032946-EM	258	326	0
055-029526-EM	0	226	0
063-011548-EM	46	198	0
060-003308-EM	196	391	0
051-000519-EM	20	32	0
014-001127-EM	1255	1302	0
076-000326-EM	743	852	0
032-003349-EM	425	658	0
032-003625-EM	197	233	0
024-004977-EM	476	589	1
076-007293-EM	2	168	0
077-000470-EM	80	129	0
001-001218-EM	0	375	0
022-000162-EM	57	144	0
053-002001-EM	729	815	0
032-002267-EM	390	432	0
055-032398-EM	45	160	0
024-005844-EM	135	379	0
068-000046-EM	128	211	0
065-000214-EM	563	627	0
062-000152-EM	168	274	0
055-019586-EM	391	464	0
071-000582-EM	80	114	0
080-000196-EM	29	76	1
053-005283-EM	178	371	0
061-001277-EM	299	374	0
048-002914-EM	166	183	0
055-030618-EM	142	165	0
057-007901-EM	617	758	0
080-011310-EM	310	352	0
007-007254-EM	655	767	0
106-000219-EM	194	289	0
216-008216-EM	74	189	0
024-006996-EM	85	162	0
055-009266-EM	830	887	0
049-002405-EM	224	260	1
007-003126-EM	468	597	0
057-001739-EM	781	884	0
063-010518-EM	515	545	0
038-001666-EM	600	648	1
060-003436-EM	36	90	0
049-001045-EM	196	270	0
007-013301-EM	481	664	0
055-014500-EM	253	293	0
051-003403-EM	24	35	1
069-000398-EM	471	721	1
024-007638-EM	117	172	0
057-011064-EM	42	64	0
057-007707-EM	490	706	0
062-015705-EM	175	235	0
084-003866-EM	210	311	0
055-023608-EM	211	454	0
051-002498-EM	89	180	0
057-015253-EM	427	475	1
057-013126-EM	124	176	0
055-006048-EM	135	266	0
051-006756-EM	134	280	0
059-006880-EM	413	559	0
007-000583-EM	433	519	0
007-007533-EM	55	143	0
055-024165-EM	738	749	0
216-007793-EM	342	352	0
055-025946-EM	426	436	0
055-012403-EM	139	253	1
065-001820-EM	70	249	0
008-006874-EM	413	567	0
053-008717-EM	606	627	0
057-004748-EM	736	754	0
051-005081-EM	84	162	0
018-000004-EM	47	58	0
059-005087-EM	294	324	0
063-017536-EM	592	660	0
203-001531-EM	953	977	0
200-002830-EM	587	765	1
179-000473-EM	504	510	0
057-004202-EM	109	195	0
007-009324-EM	89	206	0
055-023353-EM	59	101	0
053-007964-EM	90	137	1
008-003483-EM	598	619	0
051-005576-EM	680	850	0
076-007665-EM	245	426	0
061-001117-EM	587	614	1
014-001156-EM	234	264	0
063-019607-EM	41	64	0
007-000043-EM	2	321	0
055-029740-EM	694	764	0
055-021986-EM	297	335	0
051-003233-EM	430	479	0
038-001961-EM	91	190	0
008-014071-EM	280	431	0
